Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(1),Chrome 99.0.4844.84,,,2022-03-30 19:15:40,2022-03-30 19:15:41,1.004s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1924-S7 (User should be able to select Yes on Hazmat option),Chrome 99.0.4844.84,User should be able to select Yes on Hazmat option,,2022-03-30 19:15:41,2022-03-30 19:15:46,4.455s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_NO""))",Chrome 99.0.4844.84,,,2022-03-30 19:15:42,2022-03-30 19:15:42,0.428s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 19:15:42,2022-03-30 19:15:43,1.013s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_YES""))",Chrome 99.0.4844.84,,,2022-03-30 19:15:43,2022-03-30 19:15:44,0.449s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:15:44,2022-03-30 19:15:46,2.010s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1925-S7 (User should be able to fill UN-AN Number field),Chrome 99.0.4844.84,User should be able to fill UN/AN Number field,,2022-03-30 19:15:46,2022-03-30 19:15:48,2.705s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), STOP_ON_FAILURE)",Chrome 99.0.4844.84,,,2022-03-30 19:15:46,2022-03-30 19:15:47,0.405s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), ""1324"")",Chrome 99.0.4844.84,,,2022-03-30 19:15:47,2022-03-30 19:15:47,0.772s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 19:15:47,2022-03-30 19:15:48,1.012s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1926-S7 (User should be able to fill Hazmat Description field),Chrome 99.0.4844.84,User should be able to fill Hazmat Description field,,2022-03-30 19:15:48,2022-03-30 19:15:52,3.640s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), STOP_ON_FAILURE)",Chrome 99.0.4844.84,,,2022-03-30 19:15:49,2022-03-30 19:15:49,0.411s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), ""Automation Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 19:15:49,2022-03-30 19:15:50,0.812s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:15:50,2022-03-30 19:15:52,2.008s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1927- S7 (User should to click Delete text button),Chrome 99.0.4844.84,User should to click Delete text button,,2022-03-30 19:15:52,2022-03-30 19:15:55,2.846s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Delete/button_Delete""))",Chrome 99.0.4844.84,,,2022-03-30 19:15:53,2022-03-30 19:15:53,0.437s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:15:53,2022-03-30 19:15:55,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1928-S7 (User should be able to select No on Delete modal),Chrome 99.0.4844.84,User should be able to select No on Delete modal,,2022-03-30 19:15:55,2022-03-30 19:15:58,2.901s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Delete/button_No(Delete)""))",Chrome 99.0.4844.84,,,2022-03-30 19:15:55,2022-03-30 19:15:56,0.530s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:15:56,2022-03-30 19:15:58,2.007s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1929-S7 (User should be able to select Yes on Delete modal),Chrome 99.0.4844.84,User should be able to select Yes on Delete modal,,2022-03-30 19:15:58,2022-03-30 19:16:00,2.379s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:15:58,2022-03-30 19:16:00,2.020s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1930-S7 (User should be able to click Cancel button),Chrome 99.0.4844.84,User shoueld be able to click Cancel button,,2022-03-30 19:16:00,2022-03-30 19:16:03,2.836s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_Cancel""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:01,2022-03-30 19:16:01,0.447s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:16:01,2022-03-30 19:16:03,2.016s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1931-S7 (User should be able to select No on Cancel process),Chrome 99.0.4844.84,User should be able to select No on Cancel process,,2022-03-30 19:16:03,2022-03-30 19:16:06,2.829s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_No(Cancel)""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:04,2022-03-30 19:16:04,0.419s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:16:04,2022-03-30 19:16:06,2.005s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1932-S7 (User should be able to select Yes on Cancel process),Chrome 99.0.4844.84,User should be able to select Yes on Cancel process,,2022-03-30 19:16:06,2022-03-30 19:16:41,35.410s,FAILED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:16:06,2022-03-30 19:16:08,2.010s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/EditProduct/Edit_Button""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:08,2022-03-30 19:16:41,33.004s,FAILED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1933-S7 (User should get error notification upon clicking Save button),Chrome 99.0.4844.84,User should get error notification upon clicking Save button when mandatory fields are empty,,2022-03-30 19:16:41,2022-03-30 19:16:47,5.496s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductDescription""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:42,2022-03-30 19:16:42,0.385s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductCode""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:42,2022-03-30 19:16:43,0.455s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductClass""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:43,2022-03-30 19:16:43,0.421s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Input_NMFC""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:43,2022-03-30 19:16:44,0.413s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:44,2022-03-30 19:16:44,0.453s,PASSED
"clearText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:44,2022-03-30 19:16:44,0.372s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:16:44,2022-03-30 19:16:46,2.017s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_Save""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:46,2022-03-30 19:16:47,0.500s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1934-S7 (User should be able to click Save button),Chrome 99.0.4844.84,User should be able to click Save button,,2022-03-30 19:16:47,2022-03-30 19:17:20,33.327s,FAILED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_Cancel""))",Chrome 99.0.4844.84,,,2022-03-30 19:16:47,2022-03-30 19:17:20,32.939s,FAILED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1935-S7 (User should be able to select No on Save option),Chrome 99.0.4844.84,,,2022-03-30 19:17:20,2022-03-30 19:17:23,2.924s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_No(Save)""))",Chrome 99.0.4844.84,,,2022-03-30 19:17:21,2022-03-30 19:17:21,0.473s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:17:21,2022-03-30 19:17:23,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 731/FCSCMS-1936-S7 (User should be able to select Yes on Save option),Chrome 99.0.4844.84,User should be able to select Yes on Save option,,2022-03-30 19:17:23,2022-03-30 19:17:30,6.730s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/EditProduct/Edit_Button""))",Chrome 99.0.4844.84,,,2022-03-30 19:17:24,2022-03-30 19:17:24,0.443s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:17:24,2022-03-30 19:17:26,2.009s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_Save""))",Chrome 99.0.4844.84,,,2022-03-30 19:17:26,2022-03-30 19:17:26,0.432s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 19:17:26,2022-03-30 19:17:28,2.015s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-731(NEW)/Modal Buttons/button_Yes(Save)""))",Chrome 99.0.4844.84,,,2022-03-30 19:17:28,2022-03-30 19:17:29,0.444s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 19:17:29,2022-03-30 19:17:30,1.004s,PASSED
