Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 99.0.4844.84,,,2022-04-04 18:05:54,2022-04-04 18:05:56,2.012s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductDescription""), ""Delete Product Path"")",Chrome 99.0.4844.84,,,2022-04-04 18:05:56,2022-04-04 18:05:57,0.842s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-04-04 18:05:57,2022-04-04 18:05:58,1.004s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductCode""), ""0000"")",Chrome 99.0.4844.84,,,2022-04-04 18:05:58,2022-04-04 18:05:59,0.818s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductClass""), ""Test Class"")",Chrome 99.0.4844.84,,,2022-04-04 18:05:59,2022-04-04 18:05:59,0.798s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Input_NMFC""), ""1324"")",Chrome 99.0.4844.84,,,2022-04-04 18:05:59,2022-04-04 18:06:00,0.797s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-04-04 18:06:00,2022-04-04 18:06:02,2.010s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_YES""))",Chrome 99.0.4844.84,,,2022-04-04 18:06:02,2022-04-04 18:06:03,0.425s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), ""0000"")",Chrome 99.0.4844.84,,,2022-04-04 18:06:03,2022-04-04 18:06:03,0.865s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-04-04 18:06:03,2022-04-04 18:06:04,1.007s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), ""Product Delete Path"")",Chrome 99.0.4844.84,,,2022-04-04 18:06:04,2022-04-04 18:06:05,0.814s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-04-04 18:06:05,2022-04-04 18:06:06,1.012s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Save""))",Chrome 99.0.4844.84,,,2022-04-04 18:06:06,2022-04-04 18:06:07,0.555s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-04-04 18:06:07,2022-04-04 18:06:08,1.004s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Yes(Save)""))",Chrome 99.0.4844.84,,,2022-04-04 18:06:08,2022-04-04 18:06:08,0.509s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-04-04 18:06:08,2022-04-04 18:06:10,2.016s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-732(NEW)/Search/SearchBar""), ""Delete Product Path"")",Chrome 99.0.4844.84,,,2022-04-04 18:06:10,2022-04-04 18:06:11,0.842s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-04-04 18:06:11,2022-04-04 18:06:12,1.016s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-732(NEW)/Search/SearchButton""))",Chrome 99.0.4844.84,,,2022-04-04 18:06:12,2022-04-04 18:06:13,0.447s,PASSED
delay(3),Chrome 99.0.4844.84,,,2022-04-04 18:06:13,2022-04-04 18:06:16,3.010s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-732(NEW)/Search/DeleteIcon""))",Chrome 99.0.4844.84,,,2022-04-04 18:06:16,2022-04-04 18:06:16,0.466s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-04-04 18:06:16,2022-04-04 18:06:18,2.014s,PASSED
