Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Login/RememberUser_Checkbox""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:30,2022-04-07 22:14:30,0.536s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-222,Chrome 100.0.4896.75,Invalid login or incomplete requirements should have error notification or red flag,222,2022-04-07 22:14:30,2022-04-07 22:14:43,13.011s,PASSED
"clearText(findTestObject(""Login/Username_Field""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:32,2022-04-07 22:14:33,0.664s,PASSED
delay(2),Chrome 100.0.4896.75,,,2022-04-07 22:14:33,2022-04-07 22:14:35,2.018s,PASSED
"clearText(findTestObject(""Login/Password_Field""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:35,2022-04-07 22:14:35,0.541s,PASSED
"setText(findTestObject(""Login/Username_Field""), ""Invalid Username"")",Chrome 100.0.4896.75,,,2022-04-07 22:14:35,2022-04-07 22:14:36,0.970s,PASSED
delay(1),Chrome 100.0.4896.75,,,2022-04-07 22:14:36,2022-04-07 22:14:37,1.008s,PASSED
"setText(findTestObject(""Login/Password_Field""), ""Invalid"")",Chrome 100.0.4896.75,,,2022-04-07 22:14:37,2022-04-07 22:14:39,1.239s,PASSED
"click(findTestObject(""Login/BTN_Login""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:39,2022-04-07 22:14:39,0.799s,PASSED
delay(3),Chrome 100.0.4896.75,,,2022-04-07 22:14:39,2022-04-07 22:14:42,3.013s,PASSED
"verifyElementVisible(findTestObject(""Login/Notification_Flag(X)""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:42,2022-04-07 22:14:43,0.646s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-223,Chrome 100.0.4896.75,User is able to click Forgot password button,223,2022-04-07 22:14:43,2022-04-07 22:15:20,36.589s,PASSED
"click(findTestObject(""Login/Forgot_Password""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:44,2022-04-07 22:14:45,0.685s,PASSED
delay(2),Chrome 100.0.4896.75,,,2022-04-07 22:14:45,2022-04-07 22:14:47,2.021s,PASSED
"click(findTestObject(""Login/Back_BTN(ForgotPassword)""))",Chrome 100.0.4896.75,,,2022-04-07 22:14:47,2022-04-07 22:15:20,32.771s,PASSED
,,,,,,,
Test Cases/Sprint 1/FCSCMS-10/FCSCMS-224,Chrome 100.0.4896.75,User is able to click Need assistance button,224,2022-04-07 22:15:20,2022-04-07 22:15:24,3.904s,FAILED
"verifyElementNotClickable(findTestObject(""Login/span_Need assistance""))",Chrome 100.0.4896.75,,,2022-04-07 22:15:21,2022-04-07 22:15:24,2.810s,FAILED
