Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1846-S7 (User is able to click Add new product button),Chrome 99.0.4844.84,User is able to click Add new product button,,2022-03-30 14:08:36,2022-03-30 14:08:44,8.104s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Add New Product""))",Chrome 99.0.4844.84,,,2022-03-30 14:08:36,2022-03-30 14:08:42,5.508s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:08:42,2022-03-30 14:08:44,2.009s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1847-S7 (User should be able to fill Product description field (mandatory)),Chrome 99.0.4844.84,User should be able to fill Product description field (mandatory),,2022-03-30 14:08:44,2022-03-30 14:08:47,3.273s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductDescription""), ""AT Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:08:44,2022-03-30 14:08:45,0.836s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:08:45,2022-03-30 14:08:47,2.008s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1848-S7 (User should be able to fill Product Code field),Chrome 99.0.4844.84,FCSCMS- 1848	User should be able to fill Product Code field,,2022-03-30 14:08:47,2022-03-30 14:08:51,3.326s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductCode""), ""AT Test Code"")",Chrome 99.0.4844.84,,,2022-03-30 14:08:48,2022-03-30 14:08:48,0.822s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:08:48,2022-03-30 14:08:51,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1849-S7 (User should be able to fill Class field),Chrome 99.0.4844.84,User should be able to fill Class field,,2022-03-30 14:08:51,2022-03-30 14:08:53,2.322s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductClass""), ""AT Test Class"")",Chrome 99.0.4844.84,,,2022-03-30 14:08:51,2022-03-30 14:08:52,0.818s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:08:52,2022-03-30 14:08:53,1.016s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1850-S7 (User should be able to fill NMFC field),Chrome 99.0.4844.84,,,2022-03-30 14:08:53,2022-03-30 14:08:55,2.181s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Input_NMFC""), ""1234"")",Chrome 99.0.4844.84,,,2022-03-30 14:08:53,2022-03-30 14:08:54,0.751s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:08:54,2022-03-30 14:08:55,1.020s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1851-S7 (User should be able to select No on Hazmat option),Chrome 99.0.4844.84,User should be able to select No on Hazmat option,,2022-03-30 14:08:55,2022-03-30 14:08:56,1.429s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:08:55,2022-03-30 14:08:56,1.004s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1852-S7 (User should be able to select Yes on Hazmat option),Chrome 99.0.4844.84,User should be able to select Yes on Hazmat option,,2022-03-30 14:08:56,2022-03-30 14:08:59,2.234s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_YES""))",Chrome 99.0.4844.84,,,2022-03-30 14:08:57,2022-03-30 14:08:58,0.537s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:08:58,2022-03-30 14:08:59,1.006s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1853-S7 (User should be able to fill UN-AN Number field),Chrome 99.0.4844.84,User should be able to fill UN/AN Number field,,2022-03-30 14:08:59,2022-03-30 14:09:01,2.177s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), ""1324"")",Chrome 99.0.4844.84,,,2022-03-30 14:08:59,2022-03-30 14:09:00,0.754s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:00,2022-03-30 14:09:01,1.012s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1854-S7 (User should be able to fill Hazmat Description field),Chrome 99.0.4844.84,User should be able to fill Hazmat Description field,,2022-03-30 14:09:01,2022-03-30 14:09:04,3.524s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), ""Automation Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:01,2022-03-30 14:09:02,0.959s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:02,2022-03-30 14:09:04,2.017s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1855-S7 (User shoueld be able to click Cancel button),Chrome 99.0.4844.84,User shoueld be able to click Cancel button,,2022-03-30 14:09:04,2022-03-30 14:09:07,2.959s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Cancel""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:05,2022-03-30 14:09:05,0.446s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:05,2022-03-30 14:09:07,2.006s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1856-S7 (User should be able to select No on Cancel process),Chrome 99.0.4844.84,User should be able to select No on Cancel process,,2022-03-30 14:09:07,2022-03-30 14:09:10,2.932s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_No(Cancel)""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:08,2022-03-30 14:09:08,0.461s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:08,2022-03-30 14:09:10,2.010s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1857-S7 (User should be able to select Yes on Cancel process),Chrome 99.0.4844.84,User should be able to select Yes on Cancel process,,2022-03-30 14:09:10,2022-03-30 14:09:14,3.315s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Cancel""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:11,2022-03-30 14:09:11,0.451s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:11,2022-03-30 14:09:13,2.017s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Yes(Cancel)""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:13,2022-03-30 14:09:14,0.440s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1858-S7 (User should get error notification),Chrome 99.0.4844.84,User should get error notification upon clicking Save button when mandatory fields are empty,,2022-03-30 14:09:14,2022-03-30 14:09:22,8.567s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Add New Product""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:14,2022-03-30 14:09:15,0.419s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:15,2022-03-30 14:09:17,2.009s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Save""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:17,2022-03-30 14:09:17,0.433s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:17,2022-03-30 14:09:18,1.015s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/NotificationFlag(Error)""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:18,2022-03-30 14:09:19,0.480s,PASSED
delay(3),Chrome 99.0.4844.84,,,2022-03-30 14:09:19,2022-03-30 14:09:22,3.004s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Close(x)AddNewProduct""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:22,2022-03-30 14:09:22,0.485s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1859-S7 (User should be able to click Save button),Chrome 99.0.4844.84,User should be able to click Save button,,2022-03-30 14:09:22,2022-03-30 14:09:43,20.512s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Add New Product""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:23,2022-03-30 14:09:24,0.887s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:24,2022-03-30 14:09:26,2.019s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductDescription""), ""AT Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:26,2022-03-30 14:09:27,0.828s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:27,2022-03-30 14:09:29,2.012s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductCode""), ""AT Test Code"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:29,2022-03-30 14:09:29,0.829s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:29,2022-03-30 14:09:31,2.016s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductClass""), ""AT Test Class"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:31,2022-03-30 14:09:32,0.794s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:32,2022-03-30 14:09:33,1.011s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Input_NMFC""), ""1234"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:33,2022-03-30 14:09:34,0.793s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:34,2022-03-30 14:09:35,1.021s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_YES""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:35,2022-03-30 14:09:36,0.508s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:36,2022-03-30 14:09:37,1.016s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), ""1324"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:37,2022-03-30 14:09:37,0.786s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:37,2022-03-30 14:09:38,1.012s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), ""Automation Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:38,2022-03-30 14:09:39,0.832s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:39,2022-03-30 14:09:41,2.009s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Save""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:41,2022-03-30 14:09:42,0.515s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:42,2022-03-30 14:09:43,1.011s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1860-S7 (User should be able to select No on Save option),Chrome 99.0.4844.84,User should be able to select No on Save option,,2022-03-30 14:09:43,2022-03-30 14:09:46,3.272s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_No(Save)""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:43,2022-03-30 14:09:44,0.803s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:44,2022-03-30 14:09:46,2.011s,PASSED
,,,,,,,
Test Cases/Sprint 7/FCSCMS- 730/FCSCMS-1861-S7 (User should be able to select Yes on Save option),Chrome 99.0.4844.84,User should be able to select Yes on Save option,,2022-03-30 14:09:46,2022-03-30 14:10:08,22.224s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Add New Product""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:46,2022-03-30 14:09:47,0.528s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:47,2022-03-30 14:09:49,2.016s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductDescription""), ""AT Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:49,2022-03-30 14:09:50,0.836s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:50,2022-03-30 14:09:52,2.004s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductCode""), ""AT Test Code"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:52,2022-03-30 14:09:53,0.793s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:09:53,2022-03-30 14:09:55,2.014s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/ProductClass""), ""AT Test Class"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:55,2022-03-30 14:09:56,0.818s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:56,2022-03-30 14:09:57,1.019s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Input_NMFC""), ""1234"")",Chrome 99.0.4844.84,,,2022-03-30 14:09:57,2022-03-30 14:09:57,0.751s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:57,2022-03-30 14:09:58,1.018s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/Hazmat_YES""))",Chrome 99.0.4844.84,,,2022-03-30 14:09:58,2022-03-30 14:09:59,0.439s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:09:59,2022-03-30 14:10:00,1.006s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/input_UN  NA Number""), ""1324"")",Chrome 99.0.4844.84,,,2022-03-30 14:10:00,2022-03-30 14:10:00,0.751s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:10:00,2022-03-30 14:10:01,1.004s,PASSED
"setText(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/HazmatDescription""), ""Automation Test Description"")",Chrome 99.0.4844.84,,,2022-03-30 14:10:01,2022-03-30 14:10:02,0.887s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:10:02,2022-03-30 14:10:04,2.009s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Save""))",Chrome 99.0.4844.84,,,2022-03-30 14:10:04,2022-03-30 14:10:05,0.424s,PASSED
delay(2),Chrome 99.0.4844.84,,,2022-03-30 14:10:05,2022-03-30 14:10:07,2.020s,PASSED
"click(findTestObject(""Admin/Sprint 7/FCSCMS-730(NEW)/AddNewProduct/button_Yes(Save)""))",Chrome 99.0.4844.84,,,2022-03-30 14:10:07,2022-03-30 14:10:07,0.433s,PASSED
delay(1),Chrome 99.0.4844.84,,,2022-03-30 14:10:07,2022-03-30 14:10:08,1.014s,PASSED
